"""技術基準で規定されているガス工作物に関する次の記述のうち、正しいものはいくつあるか。 


告示で定める着脱が容易なガス栓は、内部に過流出安全機構を有するものでなければならない。 

ガスの使用場所である超高層建物、高層建物、 特定大規模建物、又は最高使用圧力が中 圧の導管でガスを供給する建物にガスを供給する導管には、危急の場合にガスを速やかに遮断することができる適切な装置を適切な場所に設けなければならない。 

ガスの使用場所である地下室、地下街、その他地下であってガスが充満するおそれのある場所(以下「地下室等」という。)にガスを供給する導管には、その地下室等の付近の適切 な場所に、危急の場合に当該地下室等へのガスの供給を当該地下室等から速やかに遮断することができる適切な装置を設けなければならない。 

導管(最高使用圧力が低圧の導管であって、内径が100mm未満のものを除く。)であって、道路の路面に露出しているものは、車両の接触その他の衝撃により損傷を受けた場合に、ガスを速やかに遮断することができる適切な装置を適切な場所に設けなければならない。 

ガス事業者がガスの使用者との取引のために使用するガスメーター(使用最大流量が毎 時16m³以下、使用最大圧力が4kPa以下及び口径250mm以下のものに限る。)は、ガスが流入している状態において、災害の発生のおそれのある大きさの地震動、過大なガスの流量、異常なガス圧力の低下又はガス中の水分を検知した場合に、ガスを速やかに遮断する機能を有するものでなければならない。"" ",1,2,3,4,5,,,,,2,[img:/static/explain//kr7/r7kh11.jpg]
"""技術基準で規定されている漏えい検査及び導管の設置場所に関する次の記述のうち、正しいものはいくつあるか。
ただし、イ、口及びハについては、この導管は、特定管理管ではなく、特定地下街等又は特定地下室等にガスを供給するものではなく、 漏えい検査を行う区間に漏えい検知装置は設置されておらず、 検査にあたって導管等が設置されている場所に立ち入ることができるものとする。 


道路に埋設されている導管(ポリエチレン管を除く。)で最高使用圧力が高圧のものは、埋設の日以後1年に1回以上、適切な方法により検査を行い、 漏えいが認められなかったものでなければならない。 

道路に埋設されている導管からガス栓までに設置されている導管で、ポリエチレン管を使用している場合は、埋設の日以後4年に1回以上、適切な方法により検査を行い、漏えいが認められなかったものでなければならない。 

導管の漏えい検査を、前回の検査の日から省令で定める期間を経過した日(以下、基準日という。)前6月以内の期間に行った場合にあっては、基準日において当該検査を行ったものとみなす。 

最高使用圧力が中圧の導管であって、工場、廃棄物処理場、浄水場、下水処理場その他これらに類する場所に設置される建物にガスを供給するものは、適切な自動ガス遮断装置又は適切なガス漏れ警報器の検知区域において、当該建物の外壁を貫通するように設置しなければならない。 

導管を共同溝に設置する場合は、ガス漏れにより当該共同溝及び当該共同溝に設置された他の物件の構造又は管理に支障を及ぼすことがないよう導管に適切な措置を講じなければならない。ただし、適切な措置が講じられた共同溝内に設置する場合は、この限りでない。"" ",1,2,3,4,5,,,,,1,[img:/static/explain//kr7/r7kh12.jpg]
"""技術基準で規定されている導管及び整圧器に関する記述のうち、誤っているものはいくつあるか。 


ガス事業者の掘削により周囲が露出することとなった導管の露出している部分が省令で定める長さを超える場合にあっては、告示で定める基準に適合するようつり防護又は受け防護の措置を講じなければならない。 

ガス事業者の掘削により周囲が露出することとなったガスの供給の用に供されている導管で、露出している部分が直管以外の管の接合部であって、溶接、フランジ接合、融着若しくはねじ接合又は告示で定める規格に適合する接合以外の方法によって接合されているものには、抜出しを防止する適切な措置を講じなければならない。 

一の使用者にガスを供給するための整圧器の入口には、不純物を除去する装置を設けなければならない。 

整圧器には、ガスの圧力が異常に上昇することを防止する装置を設けなければならな い。ただし、一の使用者にガスを供給するためのものにあっては、この限りでない。

浸水のおそれのある地下に設置する整圧器には、浸水を検知するための措置を講じなければならない。""",1,2,3,4,5,,,,,3,[img:/static/explain//kr7/r7kh13.jpg]
"""法令で規定されているガス用品及び「特定ガス消費機器の設置工事の監督に関する法律」に関する次の記述のうち、正しいものはいくつあるか。 


「ガス用品」とは、主として一般業務用建物でガスを消費する場合に用いられる機械器具又は材料 (液化石油ガス器具等を除く。)であって、政令で定めるものをいう。 

「特定ガス用品」とは、構造、使用条件、使用状況等からみて特にガスによる災害の発生のおそれが多いと認められるガス用品であり、開放燃焼式のガス瞬間湯沸器が含まれる。 

「特定工事」とは、特定ガス消費機器の設置又は撤去の工事(経済産業省令で定める軽微なものを除く。)をいう。 

特定工事事業者は、特定工事を施工するときは、ガス消費機器設置工事監督者の資格を有する者に実地に監督させ、又はその資格を有する特定工事事業者が自ら実地に監督しなければならない。ただし、これらの者が自ら特定工事を行う場合は、この限りでない。 

特定工事事業者は、特定工事を施工したときは、経済産業省令で定めるところにより、当該特定工事に係る特定ガス消費機器の見やすい場所に、当該特定ガス消費機器の所有者の氏名又は名称を記載した表示を付さなければならない。 """,1,2,3,4,5,,,,,1,[img:/static/explain//kr7/r7kh14.jpg]
"""法令で規定されている消費機器に関する周知及び調査、保安業務規程に関する次の記述のうち、正しいものはいくつあるか。 


ガス小売事業者は、経済産業省令で定めるところにより、消費機器の所有者又は占有者に対し、当該ガス小売事業者が供給するガスの使用に伴う危険の発生の防止に関し必要な事項を周知させなければならない。 

ガス小売事業者は、経済産業省令で定めるところにより、その供給するガスに係る消費機器が経済産業省令で定める技術上の基準に適合しているかどうかを調査しなければならない。ただし、その消費機器を設置し、又は使用する場所に立ち入ることにつき、その所有者又は占有者の承諾を得ることができないときは、この限りでない。 

ガス小売事業者は、消費機器に関する調査の結果、消費機器が経済産業省令で定める技術上の基準に適合していないと認めるときは、遅滞なく、その技術上の基準に適合するようにするためにとるべき措置及びその措置をとらなかった場合に生ずべき結果をその所有者又は占有者に通知しなければならない。 

ガス小売事業者は、経済産業省令で定めるところにより、保安業務規程を定め、その事業の開始の後、遅滞なく、経済産業大臣に届け出なければならない。 

経済産業大臣は、保安業務の適正な実施を確保するため必要があると認めるときは、保安業務監督者に対し、保安業務規程を変更すべきことを命ずることができる。""",1,2,3,4,5,,,,,2,[img:/static/explain//kr7/r7kh15.jpg]
"""消費機器の技術上の基準で規定されている次の記述のうち、誤っているものはいくつあるか。 


ガスの消費量が12kWを超える屋内に設置するガス調理機器であって、密閉燃焼式以外のものには、当該燃焼器に接続して排気筒を設けること。ただし、当該燃焼器の構造上その他の理由によりこれによることが困難な場合において、当該燃焼器のための排気フードを設けるときは、この限りでない。 

屋内に設置する自然排気式の燃焼器の排気筒(排気扇を接続するものを除く。)の有効断面積は、当該燃焼器の排気部との接続部の有効断面積より小さいこと。 
燃焼器の排気筒に接続する排気扇には、これが停止した場合に当該燃焼器へのガスの供給を自動的に遮断する装置を設けること。 

ガス湯沸器(暖房兼用のものを含む。)であって、密閉燃焼式のもの(屋内に設置するものに限る。)の給排気部が外壁を貫通する箇所には、当該給排気部と外壁との間に点検のための隙間を設けること。 

ガス湯沸器(暖房兼用のものを含む。)であって、密閉燃焼式のもの(屋内に設置するものに限る。)の給排気部の先端は、鳥の侵入により給排気が妨げられるおそれのない構造であること。""",1,2,3,4,5,,,,,2,[img:/static/explain//kr7/r7kh16.jpg]
"""メタンとプロパンを体積比9:1で混合したガス94kgを温度27°C、圧力100kPaとしたときの体積(m³)として最も近い値はどれか。
ただし、ガスは全て理想気体とし、気体定数R = 8.3J/(mol・K)とする。 """,57,82,110,125,137,,,,,125,[img:/static/explain//kr7/r7kk1.jpg]
気体の性質に関する次の記述のうち、誤っているものはどれか。,気体の液化など実在気体に特有の性質は、分子間の万有引力が主たる原因である。,窒素、水素のような多原子気体は、並進運動に加えて、分子内で振動運動と回転運動を行っている。,水素は常温で圧力を加えても液化しないが、 アンモニアは常温で圧力を加えると液化する。,気体の拡散係数は、圧力の増加により減少し温度の上昇に伴い増加する。,常圧において気体の熱伝導率は温度の上昇とともに増加するが、 固体の熱伝導率は必ずしもそうではない。,,,,,気体の液化など実在気体に特有の性質は、分子間の万有引力が主たる原因である。,[img:/static/explain//kr7/r7kk2.jpg]
"""圧力100kPaで1m³の空気を可逆的に断熱圧縮して0.95m³としたときの圧力(kPa)として最も近い値はどれか。
ただし、空気の比熱比γは1.40とする。また、xの絶対値が1より十分小さいとき、 (1 + x)ⁿ ≒　1 + nxで近似できるものとする。""",95,100,105,107,110,,,,,107,[img:/static/explain//kr7/r7kk3.jpg]
カルノーサイクルに関する次の記述のうち、最も適切なものはどれか。,カルノーサイクルの熱効率は、高温熱源の温度と低温熱源の温度だけで決まる。,カルノーサイクルは、ヒートポンプで利用される。,カルノーサイクルは、最小の仕事を取り出すことのできる理想的な熱機関である。,カルノーサイクルは、不可逆なサイクルである。,カルノーサイクルは、2つの等圧過程と2つの断熱過程からなる。,,,,,カルノーサイクルの熱効率は、高温熱源の温度と低温熱源の温度だけで決まる。,[img:/static/explain//kr7/r7kk4.jpg]
"""混合気体(CO:1.4mol、H₂O:1.4mol)を用いて、圧力280kPaにおいて、次のCOシフト反応を進行させた。 
               CO(g) + H₂O(g)→CO₂(g)+H₂(g) 
平衡定数が36である場合、平衡状態におけるCO₂の分圧(kPa)として、最も近い値はどれか。
]ただし、各成分は気体状態に保たれるものとする。""",20,70,120,140,280,,,,,120,[img:/static/explain//kr7/r7kk5.jpg]
電気化学反応に関する次の記述のうち、誤っているものはどれか。,水の電気分解反応は、水素燃焼の逆の反応である。,金属が何らかの要因で電池を形成した場合、腐食が生じる。,燃料電池は、二次電池に該当する。,燃料電池は、電気化学反応により継続的に電力を取り出すことができる。,燃料電池の理論起電力は、熱力学的に求めることができる。,,,,,燃料電池は、二次電池に該当する。,[img:/static/explain//kr7/r7kk6.jpg]
"""メタン32kgを空気580m³で完全燃焼させた。このときの空気比として、最も近い値はどれか。
ただし、空気は標準状態(温度0°C、圧力 101325Pa)とし、空気中の窒素と酸素の体積比は4:1とする。"" ",1.1,1.2,1.3,1.4,1.5,,,,,1.3,[img:/static/explain//kr7/r7kk7.jpg]
"""メタン 50vol%、プロパン50vol%からなる混合ガスの空気中における燃焼下限界(vol%)として、最も近い値はどれか。
ただし、同条件における単体ガスの燃焼下限界は、メタン5vol%、プロパン2vol%とする。""",2.6,2.9,3.2,3.5,3.8,,,,,2.9,[img:/static/explain//kr7/r7kk8.jpg]
"""燃焼に関する次の記述のうち、正しいものはいくつあるか。 


可燃性ガスにおいて、総発熱量は常に真発熱量よりも大きい。 

安定した円錐火炎の層流燃焼速度と可燃混合気流速は等しい。 

メタンの酸化反応において、空気量が十分に確保された状況であっても、反応に十分な時間が確保できない場合には、COが燃焼ガスとして排出される可能性がある。 

ブンゼン火炎は可燃予混合気の空気比が1以上の完全予混合燃焼である。 

炭化水素類の可燃性ガス混合物の燃焼下限界は、ル・シャトリエの式により精度よく推定することができる。"" ",1,2,3,4,5,,,,,2,[img:/static/explain//kr7/r7kk9.jpg]
"""流体に関する次の記述のうち、正しいものはいくつあるか。 


常温常圧における水と空気の流体としての特性を比べると、粘度は水の方が大きいが、動粘度は空気の方が大きい。 

流体における連続の式は、質量保存の法則より導かれる。

オリフィスメーターは、測定に現れた圧力差の大部分が下流において回復されずに損失となる。 

ベンチュリメーターは、測定に現れた圧力差の大部分が下流において回復する。 

管路内で、急激に流れの方向を変化させる部分をエルボといい、ゆるやかに流れが曲がる部分をベンドという。""",1,2,3,4,5,,,,,5,[img:/static/explain//kr7/r7kk10.jpg]
"""直円管の一端を円錐状に絞り、内径が元の直円管の である別の直円管を下流につなげて水を流した。
上流の管内では、圧力が40kPa、平均流速が1m/sであったとき、下流の管内での圧力(kPa)として、最も近い値はどれか。
ただし、水は非圧縮性かつ非粘性の流体として扱い、その密度は1000kg/m³とする。また、2本の直円管の中心軸は同一、かつ水平で、流れは漏れのない定常流とみなせるものとし、絞りの前後での圧力損失は無視できるものとする。 """,25,32.5,38.5,42.5,47.5,,,,,32.5,[img:/static/explain//kr7/r7kk11.jpg]
"""熱伝導率 1.2W/(m・K)、厚さ0.04mの平板の片側に、温度100°Cに保たれた液体が保持されており、反対側は20°Cの大気に接している。
液体と平板の液体側表面の熱伝達率を60W/(m²・K)、大気と平板の大気側表面の熱伝達率を20W/(m²・K)としたとき、平板の大気側表面の温度(°C)として最も近い値はどれか。"" ",35,60,78,87,93,,,,,60,[img:/static/explain//kr7/r7kk12.jpg]
"""高温流体の入口温度は210°Cで出口温度が60°Cである熱交換器がある。
低温流体の温度効率は0.4で出口温度が90°Cである場合、高温流体の温度効率として最も近い値はどれか。""",0.25,0.5,0.67,0.75,0.9,,,,,0.75,[img:/static/explain//kr7/r7kk13.jpg]
次の気体と、その沸点近くの温度で使用される金属材料の組合せとして、最も不適切なものはどれか。,気体　　　　　nーブタン　　　　　　　　金属材料　　　　　炭素鋼(リムド),気体　　　　　i-ブタン　　　　　　　　　金属材料　　　　　炭素鋼(Siキルド),気体　　　　　メタン　　　　　　　　　　　金属材料　　　　　炭素鋼(Alキルド),気体　　　　　酸素　　　　　　　　　　　　金属材料　　　　　9% Ni鋼,気体　　　　　水素　　　　　　　　　　　　金属材料　　　　　A1合金,,,,,気体　　　　　メタン　　　　　　　　　　　金属材料　　　　　炭素鋼(Alキルド),[img:/static/explain//kr7/r7kk14.jpg]
高分子材料に関する次の記述のうち、誤っているものはどれか。,プラスチック材料は、粘性と弾性の性質を併せ持つ粘弾性体である。,熱可塑性樹脂はガラス転移温度または融点まで加熱することによって軟化するため、加熱によって目的の形に成形できる。,環境応力割れは、応力と環境要因(化学薬品等)の相互作用により発生する。,高分子材料は高温度で長時間使用していると、 熱と空気中の酸素の影響で劣化する。この現象を熱酸化劣化という。,高分子材料は赤外線を吸収すると分解することがある。この現象を光劣化という。,,,,,高分子材料は赤外線を吸収すると分解することがある。この現象を光劣化という。,[img:/static/explain//kr7/r7kk15.jpg]
"""都市ガスの原料及びその取り扱いに関する次の記述のうち、誤っているものはいくつあるか。 


天然ガスは、冷却し液化することによって体積が約１　/　６００になる。 

LNGの受入配管等で、外部からの入熱により過熱状態になっている場合、弁の開放等による配管内圧の急減でLNGの一部が気化され、鉛直配管部では液・気相間の急激な相転移が連続的に生ずることで発生する配管振動現象を液撃という。 

LNG 貯槽内でLNGが層状化した場合、下層液は、界面における加圧条件下で側壁及び底部からの入熱によって液温が上昇することで、徐々に液密度が上昇する。 

メンブレン方式のLNG船は、矩形タンクのため容積効率が良いこと、中間液位での揺動液圧にも耐えるためタンク液位に制限がないこと、といった特徴がある。 

LPG貯槽の材料として多く使用される高張力鋼は、LPG中の硫黄化合物の影響等によって溶着金属部、熱影響部等に応力腐食割れが発生する可能性がある。"" ",1,2,3,4,5,,,,,3,[img:/static/explain//kr7/r7kg1.jpg]
"""製造設備に関する次の記述のうち、誤っているものはいくつあるか。 


回転式スクリュー型圧縮機では、吸入弁やバイパス弁の開度を調整する方法、変速装置により回転数を変化させる方法等により、圧力や容量の調整を行う。 

遠心式圧縮機は、弁操作等で容量調整は比較的容易であるが、流量を絞りすぎるとサージングが起こる可能性がある。 

LNG等の極低温流体を通ずる配管で使用されボンネット内に液が封入される形式の弁は、一般に、圧力の異常下降を防ぐため、弁体の片側にディスクホールを設ける。 

LNG1次受入基地等で使われるLPGポンプは遠心式サブマージドポンプ、LNG2次受入基地やLNG サテライト基地等で使われるLPGポンプはベーン式ポンプ、キャンドモーターポンプが多い。 

LNG貯槽の保冷材は、LNG液圧等に対し適度な強度を有し、低温域での熱伝導率が大きいこと、吸水率が小さいこと、難燃性・耐熱性に優れていること等が要求される。""",1,2,3,4,5,,,,,2,[img:/static/explain//kr7/r7kg2.jpg]
"""製造設備の電気設備及び計装設備に関する次の記述のうち、誤っているものはいくつあるか。 


電気を安全かつ適正に利用するためには、電線相互間、電線と大地間をそれぞれ絶縁し、電気回路以外の部分へ電気が漏れないようにすることが必要である。 

無停電電源装置(UPS)は、交流入力を整流部で直流に変換し蓄電池に充電するとともに、インバーター部で一定電圧、一定周波数の交流に変換後出力する装置である。 

制御システムのセキュリティ対策として、ファイヤーウォール等の設置、重要機器設置場所への錠や入退室管理装置の設置等に加え、ソフトウェアの自動定期バックアップ等の継続的な実施が求められる。 

制御システムの信頼性を高める方法の一つである電磁リレーによるシーケンス制御回路方式は、インターロック回路やトリップ回路等の重要な制御系統で利用されている。

ディスプレースメント式液面計は、高精度で測定範囲が広く、液密度の影響を受けないので、LNG 貯槽等の液位計量に用いられる。"" ",1,2,3,4,5,,,,,1,[img:/static/explain//kr7/r7kg3.jpg]
"""都市ガスの熱量調整、燃焼性管理及び特殊成分の分析に関する次の記述のうち、誤っているものはいくつあるか。 


液-液熱量調整方式は、LNGにLPGを液体のまま混合するため、LNG中に含まれる可能性のある不純物成分の凍結による閉そく対策等が必要となる場合がある。 

ガスクロマトグラフ法によって得られた成分組成から、計算により試料ガスの発熱量を求める際には、その計算の過程で各成分の圧縮係数から試料ガスの圧縮係数を算出する必要がある。 

ガスクロマトグラフの熱伝導度検出器(TCD)は、キャリアガスと熱伝導度を異にするすべての成分を検出するもので、これらが検出器に入ったときに現れるホイートストンブリッジの不平衡電圧を検出する。 

熱伝導度検出器(TCD) を備えたガスクロマトグラフでは、試料ガスの各成分それぞれのピーク高さを、同一条件下で得られた混合標準ガス又は純ガスのピーク高さと比較して、各成分を定量する。 

硫化水素の分析方法にはインドフェノール吸光光度法、アンモニアの分析方法にはメチレンブルー吸光光度法がある。 """,1,2,3,4,5,,,,,3,[img:/static/explain//kr7/r7kg4.jpg]
