技術基準に規定されているガス事業者の掘削により周囲が露出することとなった導管の防 護の基準、 昇圧供給装置及び整圧器に関する次の記述のうち、誤っているものはどれか。,露出している部分がガスの供給の用に供されている導管の印ろう型接合による接合部には、漏えいを防止する適切な措置を講ずること。,露出している部分がガスの供給の用に供されている直管以外の管の接合部であって、特定接合又は告示で定める規格に適合する接合以外の方法によって接合されているものには、抜出しを防止する適切な措置を講ずること。,導管(最高使用圧力が低圧の導管であって、内径が100mm未満のものを除く。)であって、露出している部分の長さが100m以上であり、かつ、当該部分がガスの供給の用に供されているものについては、危急の場合に当該部分に流入するガスを速やかに遮断することができる適切な措置を講ずること。,昇圧供給装置には、当該装置の運転異常又は当該装置の取扱いにより障害を生じないよう、適切な措置を講じなければならない。,一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に低下した場合に供給を維持する装置を設けること。,,,,,一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に低下した場合に供給を維持する装置を設けること。,"""(正)一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に上昇することを防止する装置を設けること。""",,,,,,,,,,,
法令で規定されているガス用品等に関する次の記述のうち、誤っているものはどれか。,「特定ガス用品」とは、構造、使用条件、使用状況等からみて特にガスによる災害の発生のおそれが多いと認められるガス用品であって、政令で定めるものをいう。,ガス用品の製造又は輸入の事業を行う者は、経済産業省令で定めるガス用品の型式の区分を経済産業大臣に申請し認められなければならない。,届出事業者は、届出に係る型式のガス用品を試験用に製造又は輸入する場合においては、経済産業省令で定める技術上の基準に適合することを要しない。,届出事業者は、その届出に係る型式のガス用品の経済産業省令で定める技術上の基準に対する適合性について、規定による義務を履行したときは、当該ガス用品に経済産業省令で定めるところにより、表示を付することができる。,ガス用品が経済産業省令で定める技術上の基準に適合していない場合において、災害の発 生を防止するため特に必要があると認めるとき、経済産業大臣は届出事業者に対し、1年以内の期間を定めて届出に係る型式のガス用品に表示を付することを禁止することができる。,,,,,ガス用品の製造又は輸入の事業を行う者は、経済産業省令で定めるガス用品の型式の区分を経済産業大臣に申請し認められなければならない。,"""（正）・・・、経済産業省令で定めるガス用品の型式の区分を経済産業大臣に届け出ることができる。""",,,,,,,,,,,
"""法令で規定されている保安業務規程に関する記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　ガス小売事業者は、経済産業省令で定めるところにより、保安業務規程を定め、その事業の開始前に、経済産業大臣に届け出なければならない。

（ロ）　ガス小売事業者は、保安業務規程を変更したときは、遅滞なく、変更した事項を経済産業大臣に届け出なければならない。

（ハ）　経済産業大臣は、保安業務の適正な実施を確保するため必要があると認めるときは、ガス小売事業者に対し、保安業務規程を変更すべきことを命ずることができる。

（ニ）　ガス小売事業者及びその従業者は、保安業務規程を守らなければならない。ただし、災害その他非常の場合であって、ガス小売事業者及びその従業者が行う安全の確保及び応急措置については、この限りでない。
（ホ）　ガス小売事業者が定める保安業務規程には、保安業務を管理する事業場ごとのガス主任技術者の選任に関することを定めなければならない。""",イ、ハ,イ、ニ,ロ、ハ,口、ホ,二、ホ,,,,,二、ホ,"""（正）ガス小売事業者及びその従業者は、保安業務規程を守らなければならない。（例外規定なし）
（正）ガス小売事業が定める保安業務規程には、保安業務を管理する事業場ごとの保安業務監督者の選任に関することを定めなければならない。""",,,,,,,,,,,
"""法令で規定されている消費機器の技術上の基準に関する次の記述のうち、正しいものはいくつあるか。

（イ）　ガスの消費量が7kWの屋内に設置するガス衣類乾燥機で、密閉燃焼式でないものには、当該燃焼器に接続して排気筒を設けること。

（ロ）　排気扇を接続している自然排気式の燃焼器の排気筒の有効断面積は、当該燃焼器の排気部との接続部の有効断面積より小さくないこと。

（ハ）　強制排気式の燃焼器の排気筒が外壁を貫通する箇所には、当該排気筒と外壁との間に排気ガスが屋内に流れ込む隙間がないこと。

（ニ）　燃焼器の排気筒に接続する排気扇には、これが停止した場合に当該燃焼器へのガスの供給を自動的に遮断する装置を設けること。

（ホ）　燃焼器であって、建物区分のうち特定地下街等に設置するものには、告示で定める規格に適合する自動ガス遮断装置を告示で定める方法により設けること。""",1,2,3,4,5,,,,,2,"""(正)ガスの消費量が12kWを超えるものの室内に設置するガス衣類乾燥機で、・・・
（正）自然排気式の燃焼器の排気筒（排気扇を接続するものを除く。）は、次に定める基準に適合すること。
        （３）排気筒の有効断面積は、当該燃焼器の廃棄部との接続部の有効断面積より小さくないこと。
（正）・・・、 告示で定める規格に適合するガス漏れ警報設備を告示で定める方法により設けること。""",,,,,,,,,,,
"""「ガス事業法」及び「特定ガス消費機器の設置工事の監督に関する法律」に関する次の記述について、（１）～（５）の語句のうち、正しいものはどれか。
消費機器の設置又は変更の工事は、「（１）ガス用品」の技術上の基準に適合するようにしなければならない。

「特定ガス消費機器」とは、「（２）製造年月日」・使用状況等からみて設置又は変更の工事の欠陥に係るガスによる災害の発生のおそれが多いと認められる消費機器であって、政令で定めるものをいう。

「特定工事」とは、特定ガス消費機器の設置又は変更の工事をいう。 

特定工事事業者は、特定工事を施工するときは、技術上の基準に適合することを確保するため、「（３） 保安業務監督者に選任されている」者に「（４）実地に監督」させなければならない。

特定工事事業者は、特定工事を施工したときは、当該特定工事に係る特定ガス消費機器の見やすい場所に、氏名又は名称、「（５）主要材料」その他の経済産業省令で定める事項を記載した表示を付さなければならない。""",1,2,3,4,5,,,,,4,"""（正）その消費機器が第159条第2項の経済産業省令で定める技術上の基準（消費機器の技術上の基準）
（正）構造
（正）ガス消費機器設置工事監督者の資格を有する
（正）施工年月日 """,,,,,,,,,,,
"""法令で規定されている用語の定義及び事業の届出に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　「ガス事業」とは、ガス小売事業、一般ガス導管事業、託送供給事業及びガス製造事業をいう。

ロ　「小売供給」とは、一般の需要に応じ導管によりガスを供給すること(特定ガス発生設備においてガスを発生させ、導管によりこれを供給するものにあっては、一の団地内におけるガスの供給地点の数が70以上のものに限る。)をいう。

ハ    「液化ガス」とは、常用の温度において、圧力が0.1MPa以上となる液化ガスであって、現にその圧力が0.1MPa以上であるもの又は圧力が0.1MPaとなる場合の温度35℃以下である液化ガスをいう。

ニ　メタンを主成分とする13Aのガスグループに属するガスを供給する導管であって、内径が200mm未満であり、かつ、ガスの圧力が0.5MPa以上5MPa未満の導管であって、製造所等の構外における総延長が15kmを超えるものは、「特定導管」である。

ホ　ガス製造事業を営もうとする者は、経済産業省令で定めるところにより、ガス発生設備及びガスホルダーにあっては、これらの設置の場所、種類及び能力別の数を、経済産業大臣に届け出なければならない。""",イ、ロ,イ、ハ,ロ、ニ,ハ、ホ,ニ、ホ,,,,,イ、ハ,"""(正)「ガス事業」とは、ガス小売事業、一般ガス導管事業、特定ガス導管事業及びガス製造事業をいう。
(正)「液化ガス」とは、常温の温度において、圧力が0.2MPa以上となる液化ガスであって、現にその圧力が0.2MPa以上であるもの又は圧力が0.2MPaとなる場合の温度が35℃以下である液化ガスをいう。""",,,,,,,,,,,
"""法令で規定されている一般ガス導管事業者及びガス製造事業者の業務に関する次の記述のち、正しいものはいくつあるか。

イ　一般ガス導管事業者は、その供給区域における託送供給に係る料金その他の供給条件について、託送供給約款を定め、経済産業大臣に届け出なければならない。

ロ　一般ガス導管事業者が定める託送供給約款においては、託送供給を行うことができるガスの熱量等の範囲、 組成その他のガスの受入条件に関する事項を定めなければならない。

ハ　一般ガス導管事業者は、正当な理由がなければ、最終保障供給を拒んではならない。

ニ　ガス製造事業者は、毎年度、 ガスの製造並びにガス工作物の設置及び運用について供給計画を作成し、当該年度の開始前に、経済産業大臣に届け出なければならない。

ホ　ガス製造事業者は、その製造するガスの圧力にあっては、常時、製造所の出口及び経済産業大臣が指定する場所において、圧力値を自動的に記録する圧力計を使用して測定しなければならない。""",1,2,3,4,5,,,,,2,"""(正)一般ガス導管事業者は、その供給区域における託送供給に係る料金その他の供給条件について、託送供給約款を定め、経済産業大臣の認可を受けなければならない。
(正)ガス製造事業者は、毎年度、ガスの製造並びにガス工作物の設置及び運用について製造計画を作成し、当該年度の開始前に、経済産業大臣に届け 出なければならない。
(正)ガス製造事業者は、その製造するガスの圧力にあっては、常時、ガスボル ダーの出口及び経済産業大臣が指定する場所において、圧力値を自動的に記録する圧力計を使用して測定しなければならない。""",,,,,,,,,,,
"""法令で規定されている保安規程に関する次の記述について、（イ）～（ホ）語句のうち、いずれも誤っているものの組合せはどれか。

一般ガス導管事業者は、「(イ) 保安業務の適正な実施を確保するため」、保安規程を定め、事業の「(ロ) 開始前」に、経済産業大臣に届け出なければならない。 

また、一般ガス導管事業者は、保安規程を変更したときは、「(ハ) 遅滞なく」  変更した事項を経済産業大臣に届け出なければならない。 
経済産業大臣は、一般ガス導管事業の用に供するガス工作物に関する保安を確保するため必要があると認めるときは、一般ガス導管事業者に対し、「 (ニ) その使用を一時停止すべきこと」を命ずることができる。 

「 (ホ) 一般ガス導管事業者及びその従業者」は、保安規程を守らなければならない。 """,イ、ハ,イ、ニ,ロ、ハ,ロ、ホ,ニ、ホ,,,,,イ、ニ,"""(正)一般ガス導管事業の用に供するガス工作物の工事、維持及び運用に関する保安を確保するため、
(正)保安規程を変更すべきこと""",,,,,,,,,,,
"""次のガス事故のうち、ガス事故速報を報告することが法令で規定されていないものはどれか。
ただし、台風、高潮、洪水、津波、地震その他の自然災害又は火災による広範囲の地域にわたるガス工作物の損壊事故、製造支障事故又は供給支障事故であって、経済産業大臣が指定するものを除く。""",ガス工作物（ガス栓を除く。）の操作により人が死亡した事故,ガスの供給に支障を及ぼした事故であって、供給支障戸数500以上のもの,工事中のガス工作物（ガス栓を除く。）の損壊により人が負傷した事故,ガス工作物（ガス栓を除く。）の損壊により、一般公衆に対し、交通の困難を招来した事故,ガス栓の欠陥によりガス栓から漏えいしたガスに引火することにより、発生した物損事故,,,,,ガス工作物（ガス栓を除く。）の損壊により、一般公衆に対し、交通の困難を招来した事故,"""(正)速報は不要　詳報を事故発生した日から起算して30日以内""",,,,,,,,,,,
"""法令で規定されているガス主任技術者の選任及び解任に関する次の記述について、(イ)～(ホ)にあてはまる語句の組合せとして最も適切なものはどれか。

ガス小売事業者は、経済産業省令で定めるところにより、ガス主任技術者免状の交付を受けている者であって、経済産業省令で定める実務の経験を有するもののうちから、ガス主任技術者を選任しなければならない。 

経済産業省令で定める実務の経験は、 (イ)  種ガス主任技術者免状の交付を受けている者にあっては製造又は供給の用に供するガス工作物の工事、維持又は運用に関する業務に  (ロ)  して (ハ) 以上従事したこととし、当該経験と同等以上の実務の経験である  (ニ)  が認定した経験をもって代えることができる。

経済産業大臣は、ガス主任技術者がガス事業法に違反したときは、 (ホ)  ことができる。"" ",（イ）甲又は乙  （ロ）通算  （ハ）6ヶ月  （ニ）登録ガス工作物検査機関  （ホ）ガス主任技術者を解任する,（イ）甲        （ロ）通算  （ハ）1年   （ニ）登録ガス工作物検査機関  （ホ）ガス小売事業者に対しガス主任技術者の解任を命ずる,（イ）甲又は乙  （ロ）連続  （ハ）1年   （ニ）登録ガス工作物検査機関  （ホ）ガス小売事業者に対しガス主任技術者の解任を命ずる,（イ）甲        （ロ）連続  （ハ）6ヵ月   （ニ）経済産業大臣          （ホ）ガス主任技術者を解任する,（イ）甲　　（ロ）通算 　　（ハ）９1年 　（ニ）経済産業大臣      （ホ）ガス小売事業者に対し、ガス主任技者の解任を命ずる,,,,,（イ）甲　　（ロ）通算 　　（ハ）９1年 　（ニ）経済産業大臣      （ホ）ガス小売事業者に対し、ガス主任技者の解任を命ずる,,,,,,,,,,,,
"""法令で規定されている工事計画及び使用前検査に関する次の記述について、(イ)～(ホ)の語句のうち、いずれも誤っているものの組合せはどれか。
 
ガス小売事業者は、ガス小売事業の用に供するガス工作物の「(イ) 設置又は変更」の工事であって、経済産業省令で定めるものをしようとするときは、その工事の計画を「(ロ) 経済産業大臣」に届け出なければならない。

工事計画の届出をしたガス小売事業者は、その届出「(ハ)を提出した」日から30日を経過した後でなければ、その届出に係る工事を開始してはならない。

工事計画の届出をしたガス小売事業者は、その工事をするガス工作物であって、経済産業省令で定めるものの工事について「(ニ) 完成検査」を行い、その結果について「(ホ)登録ガス工作物検査機関」が行う検査を受け、これに合格した後でなければ、これを使用してはならない。ただし、経済産業省令で定める場合は、この限りでない。"" 
",イ、ロ,イ、ホ,ロ、ニ,ハ、ニ,ハ、ホ,,,,,ハ、ニ,"""(正)工事計画の届出をしたガス小売事業者は、その届出が受理された日から30日を経過した後でなければ、その届出に係る工事を開始してはならない。
(正)工事計画の届出をしたガス小売事業者は、その工事をするガス工作物であって、経済産業省令で定めるものの工事について自主検査を行う。""",,,,,,,,,,,
"""技術基準で規定されているガス工作物に関する次の記述のうち、正しいものはいくつあるか。ただし、ハ、ニ及びホのガス工作物は、不活性のガス(空気を含む。)又は不活性の液化ガスのみを通ずるものではない。
 
イ　整圧 器(一の使用者にガスを供給するためのものを除く。)は、公衆がみだりに操作しなよう、適切な措置を講じなければならない。

ロ　製造所(特定製造所を除く。)、供給所及び導管を管理する事業場には、緊急時に迅速な通信を確保するため、適切な通信設備を設けなければならない。

ハ　製造所に設置するガス若しくは液化ガスを通ずるガス工作物には、その規模に応じて、適切な防消火設備を適切な箇所に設けなければならない。

ニ　ガス又は液化ガスを通ずるガス工作物を設置する室(製造所及び供給所に存するものに限る。)は、これらのガス又は液化ガスが漏えいしたとき室外に流出しない構造でなければならない。

ホ　ガス発生設備及び附帯設備であって製造設備に属するもののガス又は液化ガスを通ずる部分は、ガス又は液化ガスを安全に放出できる構造でなければならない。""",1,2,3,4,5,,,,,3,"""(正)ガス又は液化ガスを通ずるガス工作物を設置する室(製造所及び供給所に存するものに限る。)は、これらのガス又は液化ガスが漏えいしたときに滞留しない構造でなければならない。
(正)ガス発生設備及び附帯設備であって製造設備に属するもののガス又は液化ガスを通ずる部分は、ガス又は液化ガスを安全に置換できる構造でなければならない。""",,,,,,,,,,,
"""技術基準で規定されているガス工作物に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　ガス栓の主要材料は、最高使用温度及び最低使用温度において材料に及ぼす化学的及び物理的影響に対し、設備の種類、規模に応じて安全な機械的性質を有するものでなければならない。

ロ　液化ガス用ポンプは、適切な方法により耐圧試験を行ったときにこれに耐えるものでなければならない。 

ハ　液化ガスを通ずる配管の基礎の構造は、不等沈下等により当該ガス工作物に有害なひずみが生じないようなものでなければならない。 

ニ　ガス工作物のガス又は液化ガスを通ずる部分であって、内面に零Paを超える圧力を受ける部分の溶接された部分は、溶込みが十分で、溶接による割れ等で有害な欠陥がなく、かつ、設計上要求される強度以上の強度でなければならない。 

ホ　最高使用圧力が0.3MPa以上で、内径が150mm以上の中圧の導管を溶接する場合は、適切な機械試験等により適切な溶接施工方法等であることをあらかじめ確認したものによらなければならない。""",イ、ロ,イ、ホ,ロ、ハ,ハ、ニ,ニ、ホ,,,,,ロ、ハ,"""(正)ガス工作物のうち、耐圧部分及び液化ガスを通する部分は、適切な方法により耐圧試験を行ったときにこれに耐えるものでなければならない。液化ガス用ポンプは例外規定に該当。
(正)液化ガスを通ずるガス工作物の基礎の構造は、不等沈下等により当該ガス工作物に有害なひずみが生じないようなものでなければならない。配管は例外規定に該当。""",,,,,,,,,,,
