技術基準に規定されているガス事業者の掘削により周囲が露出することとなった導管の防 護の基準、 昇圧供給装置及び整圧器に関する次の記述のうち、誤っているものはどれか。,露出している部分がガスの供給の用に供されている導管の印ろう型接合による接合部には、漏えいを防止する適切な措置を講ずること。,露出している部分がガスの供給の用に供されている直管以外の管の接合部であって、特定接合又は告示で定める規格に適合する接合以外の方法によって接合されているものには、抜出しを防止する適切な措置を講ずること。,導管(最高使用圧力が低圧の導管であって、内径が100mm未満のものを除く。)であって、露出している部分の長さが100m以上であり、かつ、当該部分がガスの供給の用に供されているものについては、危急の場合に当該部分に流入するガスを速やかに遮断することができる適切な措置を講ずること。,昇圧供給装置には、当該装置の運転異常又は当該装置の取扱いにより障害を生じないよう、適切な措置を講じなければならない。,一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に低下した場合に供給を維持する装置を設けること。,,,,,一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に低下した場合に供給を維持する装置を設けること。,"""(正)一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に上昇することを防止する装置を設けること。""",,,,,,,,,,,
法令で規定されているガス用品等に関する次の記述のうち、誤っているものはどれか。,「特定ガス用品」とは、構造、使用条件、使用状況等からみて特にガスによる災害の発生のおそれが多いと認められるガス用品であって、政令で定めるものをいう。,ガス用品の製造又は輸入の事業を行う者は、経済産業省令で定めるガス用品の型式の区分を経済産業大臣に申請し認められなければならない。,届出事業者は、届出に係る型式のガス用品を試験用に製造又は輸入する場合においては、経済産業省令で定める技術上の基準に適合することを要しない。,届出事業者は、その届出に係る型式のガス用品の経済産業省令で定める技術上の基準に対する適合性について、規定による義務を履行したときは、当該ガス用品に経済産業省令で定めるところにより、表示を付することができる。,ガス用品が経済産業省令で定める技術上の基準に適合していない場合において、災害の発 生を防止するため特に必要があると認めるとき、経済産業大臣は届出事業者に対し、1年以内の期間を定めて届出に係る型式のガス用品に表示を付することを禁止することができる。,,,,,ガス用品の製造又は輸入の事業を行う者は、経済産業省令で定めるガス用品の型式の区分を経済産業大臣に申請し認められなければならない。,"""（正）・・・、経済産業省令で定めるガス用品の型式の区分を経済産業大臣に届け出ることができる。""",,,,,,,,,,,
"""法令で規定されている保安業務規程に関する記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　ガス小売事業者は、経済産業省令で定めるところにより、保安業務規程を定め、その事業の開始前に、経済産業大臣に届け出なければならない。

（ロ）　ガス小売事業者は、保安業務規程を変更したときは、遅滞なく、変更した事項を経済産業大臣に届け出なければならない。

（ハ）　経済産業大臣は、保安業務の適正な実施を確保するため必要があると認めるときは、ガス小売事業者に対し、保安業務規程を変更すべきことを命ずることができる。

（ニ）　ガス小売事業者及びその従業者は、保安業務規程を守らなければならない。ただし、災害その他非常の場合であって、ガス小売事業者及びその従業者が行う安全の確保及び応急措置については、この限りでない。
（ホ）　ガス小売事業者が定める保安業務規程には、保安業務を管理する事業場ごとのガス主任技術者の選任に関することを定めなければならない。""",イ、ハ,イ、ニ,ロ、ハ,口、ホ,二、ホ,,,,,二、ホ,"""（正）ガス小売事業者及びその従業者は、保安業務規程を守らなければならない。（例外規定なし）
（正）ガス小売事業が定める保安業務規程には、保安業務を管理する事業場ごとの保安業務監督者の選任に関することを定めなければならない。""",,,,,,,,,,,
"""法令で規定されている消費機器の技術上の基準に関する次の記述のうち、正しいものはいくつあるか。

（イ）　ガスの消費量が7kWの屋内に設置するガス衣類乾燥機で、密閉燃焼式でないものには、当該燃焼器に接続して排気筒を設けること。

（ロ）　排気扇を接続している自然排気式の燃焼器の排気筒の有効断面積は、当該燃焼器の排気部との接続部の有効断面積より小さくないこと。

（ハ）　強制排気式の燃焼器の排気筒が外壁を貫通する箇所には、当該排気筒と外壁との間に排気ガスが屋内に流れ込む隙間がないこと。

（ニ）　燃焼器の排気筒に接続する排気扇には、これが停止した場合に当該燃焼器へのガスの供給を自動的に遮断する装置を設けること。

（ホ）　燃焼器であって、建物区分のうち特定地下街等に設置するものには、告示で定める規格に適合する自動ガス遮断装置を告示で定める方法により設けること。""",1,2,3,4,5,,,,,2,"""(正)ガスの消費量が12kWを超えるものの室内に設置するガス衣類乾燥機で、・・・
（正）自然排気式の燃焼器の排気筒（排気扇を接続するものを除く。）は、次に定める基準に適合すること。
        （３）排気筒の有効断面積は、当該燃焼器の廃棄部との接続部の有効断面積より小さくないこと。
（正）・・・、 告示で定める規格に適合するガス漏れ警報設備を告示で定める方法により設けること。""",,,,,,,,,,,
"""「ガス事業法」及び「特定ガス消費機器の設置工事の監督に関する法律」に関する次の記述について、（１）～（５）の語句のうち、正しいものはどれか。
消費機器の設置又は変更の工事は、「（１）ガス用品」の技術上の基準に適合するようにしなければならない。

「特定ガス消費機器」とは、「（２）製造年月日」・使用状況等からみて設置又は変更の工事の欠陥に係るガスによる災害の発生のおそれが多いと認められる消費機器であって、政令で定めるものをいう。

「特定工事」とは、特定ガス消費機器の設置又は変更の工事をいう。 

特定工事事業者は、特定工事を施工するときは、技術上の基準に適合することを確保するため、「（３） 保安業務監督者に選任されている」者に「（４）実地に監督」させなければならない。

特定工事事業者は、特定工事を施工したときは、当該特定工事に係る特定ガス消費機器の見やすい場所に、氏名又は名称、「（５）主要材料」その他の経済産業省令で定める事項を記載した表示を付さなければならない。""",1,2,3,4,5,,,,,4,"""（正）その消費機器が第159条第2項の経済産業省令で定める技術上の基準（消費機器の技術上の基準）
（正）構造
（正）ガス消費機器設置工事監督者の資格を有する
（正）施工年月日 """,,,,,,,,,,,
温度27°C、圧力100kPa、体積 25㎥のメタンの質量(kg)として最も近い値はどれか。ただし、メタンは理想気体とし、気体定数R=8.3J/(mol・K)とする。,1,11,16,176,187,,,,,16,"""[都市ガス工業概要 (基礎理論編) P10 2.1.5 気体の状態方程式]
気体の状態方程式　PV　=　nRTより
n=　PV　/　RT　=　(　100　×　25　)　/　(　8.3　×　300　)　≒　1kmol
CH4の分子量は16であるから、1kmolあたりの質量は16kg""",,,,,,,,,,,
真空にした容器にプロパン44g、窒素28gを入れたところ、全圧が300kPaの混合気体となった。プロパンの分圧(kPa)として最も近い値はどれか。,50,100,150,200,250,,,,,150,"""[都市ガス工業概要 (基礎理論編) P12 2.1.6 混合気体の性質]
プロパンの分子量は44、 窒素の分子量は28であるから、混合ガスのモル比は
C3H8　:　N2=　44/44　:　28　/　28　=　１　:　１
プロパンの分圧はモル比に比例するので300　×　1　/　2　=　150kPa""",,,,,,,,,,,
外気圧100kPaとつり合っているシリンダ内の気体0.5㎥に熱を加え、定圧膨張させた。このときに気体がした仕事は150kJであった。膨張後の気体の体積(㎥)として最も近い値はどれか。,0.6,1,1.5,2,3,,,,,2,"""[都市ガス工業概要(基礎理論編) P34 3.1.2 熱 仕事・エネルギー]
外圧Pが一定の場合の仕事は、W　=　P　(　V2　-　V1　)なので
V₂　=　W　/　P　+　V　=　150　/　100　+　0.5　=　2m²""",,,,,,,,,,,
容積一定の断熱容器に入れた温度300Kの空気に、10.5kJの熱を加えると、空気の温度は330Kとなった。 このときの空気の質量(kg)として最も近い値はどれか。ただし、空気の定積比熱容量はC=0.7kJ/(kg・K)とする。,0.5,2,2.5,4.5,6,,,,,0.5,"""[都市ガス工業概要(基礎理論編) P44 3.1.5 熱容量 〕
Q　=　mCvAT
ここで、Q　:　加える熱　[kJ]　　m　:　空気の質量[kg]　　Cv　:　定積比熱容量[　kJ/(kg・K)]
10.5　=　m　X　0.7　X　(330　−　300)
m　=　0.5kg""",,,,,,,,,,,
化学反応及び電気化学反応に関する次の記述のうち、誤っているものはどれか。,体積及び温度一定条件の下で化学反応が起こったとき、生成系の内部エネルギーのほうが反応系の内部エネルギーよりも低い場合、発熱反応になる。,温度一定条件で、化学反応に伴い発生する、若しくは吸収される熱のことを反応熱という。,化学反応における触媒の役割は、反応熱を大きくすることである。,電気化学反応の特徴は、化学反応を電子の授受を介して行わせることである。,燃料電池の電極間電位差は、取り出す電流を増加させる場合に小さくなる。,,,,,化学反応における触媒の役割は、反応熱を大きくすることである。,"""反応速度を増加させる """,,,,,,,,,,,
CO(g)　+　 H₂O (g)　=　CO₂(g)　+　H₂(g)　-　Q　は右方向へは発熱反応である。この反応の平衡に関する次の記述のうち、誤っているものはどれか。ただし、Qは反応熱である。,CO₂ の分圧を増加させると左方向へ反応が進む。,圧力を上げると左方向へ反応が進む。,温度を下げると右方向へ反応が進む。,水蒸気(H₂O)を増加させると右方向へ反応が進む。,この反応において、触媒は化学平衡状態に影響を与えない。,,,,,圧力を上げると左方向へ反応が進む。,"""モル数の変化のない反応であるから平衡に対する圧力の影響はない。""",,,,,,,,,,,
メタン1㎥と水素2㎥の混合ガスを完全燃焼させるのに必要な最低空気量(㎥)として最も近い値はどれか。ただし、混合ガスは標準状態(0℃、101325Pa)とし、空気中の窒素と酸素の体積比は4:1とする。,15,20,25,30,50,,,,,15,"""[都市ガス工業概要(基礎理論編) P111 5.2.2 燃焼ガス量とその組成]
反応式はメタン　CH4　+　20₂　→　CO₂　+　2H₂O
水素　2H₂　+　O2　→　2H₂O
標準状態での理論酸素量は、メタン1ｍ³　に対して2ｍ³、水素1ｍ³に対して0.5ｍ³であるから設問の混合ガス3m³を完全燃焼させるのに必要な酸素量は1m³　×2m³　+　2m³　×　0.5m³　=　3m³となり 
窒素と酸素の体積比　4　：　1と仮定されているから酸素濃度は 
1　÷　(　4　+　1　)　=　0.2で20%となる 
よって必要な最低空気量は　3m³　÷　0.2　=　15m³　となる。""",,,,,,,,,,,
メタン79vol%、プロパン21vol%の混合ガスの空気中における燃焼下限界(vol%)として最も近い値はどれか。ただし、単体ガスの燃焼下限界は、メタン5.0vol%、プロパン2.1vol%とする。,2.1,2.9,3.5,3.9,4.4,,,,,3.9,"""[都市ガス工業概要 (基礎理論編) P120 5.3.2 混合ガスの燃焼範囲]
ル・シャトリエの式より""
[img:/static/explain/or2/oR2k8.jpg]",,,,,,,,,,,
可燃性ガスに関する次の記述のうち、誤っているものはどれか。,空気や酸素等と混合した状態で着火すると爆発を起こすことがある。,温度を低くすると、燃焼範囲は広くなる。,爆燃や爆ごうは、空気や酸素と混合する濃度範囲により起こらない場合がある。,爆発は、伝播速度が亜音速の爆燃と、超音速の爆ごうに分類される。,爆ごうは、衝撃波を伴うため、衝突した物体に機械的破壊作用を与える。,,,,,温度を低くすると、燃焼範囲は広くなる。,"""[都市ガス工業概要(基礎理論編) P122 5.3.3 爆発と爆ごう]
温度が低くなると燃焼範囲は狭くなる。""",,,,,,,,,,,
内径100mmの直円管内を流体が質量流量6kg/sで流れているときの平均流速(m/s)として最も近い値はどれか。ただし、流体の密度は400kg/㎥とする,0.2,0.5,1,1.5,2,,,,,2,"""[都市ガス工業概要 (基礎理論編) P124 6.2 連続の式)］ 
連続の式より ""
[img:/static/explain/or2/oR2k10.jpg]",,,,,,,,,,,
管内の流れに関する次の記述のうち、誤っているものはどれか。,流体の粘性は、圧力損失の原因となる。,内径が縮小する部分では、圧力損失が大きく生じる。,オリフィスメーターを用いると、配管内の平均流速を測定することができる。,ピトー管を用いると、配管内のある1点の流速を測定することができる。,急拡大管(ディフューザ)の機能は、下流で圧力を急激に低下させるものである。,,,,,急拡大管(ディフューザ)の機能は、下流で圧力を急激に低下させるものである。,"""急拡大管(ディフューザ)の機能は、下流で圧力を急激に増加させるものである。
[都市ガス工業概要 (基礎理論編) P139 6.4.7 いろいろな管路の損失]""",,,,,,,,,,,
平均熱伝導率0.2W/(m・K)で厚さ0.1mの平板壁の高温側表面温度が300℃、低温側表面温度が50℃であった。このとき平板壁を通過する熱流束 (W/㎡)として最も近い値はどれか。,125,150,250,500,600,,,,,500,"""[都市ガス工業概要 (基礎理論編) P145 7.2 熱伝導]
式7.2より熱流束は、""
[img:/static/explain/or2/oR2k12.jpg]",,,,,,,,,,,
熱交換器において高温流体の入口温度が300℃で出口温度が150℃であった。低温流体の入口温度は50℃であった。このときの高温流体の温度効率(%)として最も近い値はどれか。,25,40,50,60,83,,,,,60,"""[都市ガス工業概要(基礎理論編) P157 7.5.2 温度効率]
式7.29より高温流体の温度効率は、""
[img:/static/explain/or2/oR2k13.jpg]",,,,,,,,,,,
材料の力学的性質に関する次の記述のうち、誤っているものはどれか。,応力にともなって生ずる変形量の変形前長さに対する割合をひずみという。,比例限度以下の応力では、材料のひずみは応力の大きさに比例する。,薄肉円筒の内圧 (円筒外部との圧力差)による円周応力は、軸応力の2倍である。,安全係数(安全率)が大きいほど、安全に対し余裕がある設計となっている。,外力を取り去ると元に戻る変形を塑性変形という。,,,,,外力を取り去ると元に戻る変形を塑性変形という。,"""外力を取り去ると元に戻る変形を弾性変形という。
[都市ガス工業概要 (基礎理論編) P167 8.1.2 弾性変形と塑性変形]""",,,,,,,,,,,
高分子材料の一般的な性質に関する次の記述のうち、誤っているものはどれか。,紫外線を吸収すると、分解することがある。,クリープは、常温では発生しない。,金属材料に比べて、比重が小さい。,金属材料に比べて、熱伝導率が小さい。,応力ひずみ線図では、軟鋼のような明瞭な降伏点が見られない場合がある。,,,,,クリープは、常温では発生しない。,"""クリープは、常温でも発生する。
[都市ガス工業概要 (基礎理論編) P182 8.3.4 高分子材料の力学的特性］ """,,,,,,,,,,,
"""都市ガスの原料及びその取り扱いに関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　LNGは貯蔵中に外部からの入熱により沸点の低いメタンを主とするボイルオフガス(BOG)が発生するため、メタン以外の成分の濃度が高まる。これを濃縮と呼ぶ。

（口）　LNGが漏えいし、大気中に気化、拡散したとき、燃焼範囲内の濃度にある混合気が、火気に接すると着火する。拡散ガスに着火すると、火炎が伝播し液表面での燃焼となる。これをプール燃焼という。

（ハ）　シェールガスとは、主に砂岩層が貯留層となっている従来のガス田ではなく、泥岩(頁岩)層に含まれる非在来型天然ガスの一種である。

（二）LNGの受入配管等では、外部からの入熱により過熱状態になっている場合、弁の開放等により圧力が急激に減少し、LNGの一部が気化され、鉛直配管部では液・気相間の急激な相転移が連続的に生じる。これによって発生する配管の振動現象をウォーターハンマーという。

（ホ）　LPG中にH₂S等の硫黄化合物が含まれていないことが求められる。これは、LPG貯蔵タンクの材料として高張力鋼が使用される場合が多いが、溶着金属部、熱影響部等に粒界腐食が発生する可能性があるためである。""",イ、ハ,イ、ホ,口、ハ,口、ニ,二、ホ,,,,,二、ホ,"""LNGの受入配管等では、配管外部からの入熱により過熱状態になっており、弁の開放等により圧力が急激に減少した場合、LNGの一部が気化され鉛直配管部では液・気相間の急激な相転移が連続的に生じる。これによって発生する配管の振動現象をガイザリングという。
[都市ガス工業概要 (製造編) P13 2.2.2.3 取扱上の留意事項 (9)]
LPG貯蔵タンクの材料として、高張力鋼が使用される場合が多いが、溶接金属部、熱影響部等に応力腐食割れが発生する可能性があるためである。
[都市ガス工業概要 (製造編) P24 2.3.1 性状 (1)]""",,,,,,,,,,,
